user_id,batch,question_i,answeronly,withexplanation,withexplanationquality,ground_truth,setting,source_tag,dataset_group,version_tag,quality_type,quality_format,presentation_label,answeronly_is_accept,answeronly_is_reject,answeronly_is_unsure,withexplanation_is_accept,withexplanation_is_reject,withexplanation_is_unsure,withexplanationquality_is_accept,withexplanationquality_is_reject,withexplanationquality_is_unsure
6266db0dcf3e4f16fb9d7c56,000_3users,0,0,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
6266db0dcf3e4f16fb9d7c56,000_3users,1,0,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
6266db0dcf3e4f16fb9d7c56,000_3users,2,0,2,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,False,False,True,True,False,False
6266db0dcf3e4f16fb9d7c56,000_3users,3,0,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
6266db0dcf3e4f16fb9d7c56,000_3users,4,2,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
6266db0dcf3e4f16fb9d7c56,000_3users,5,0,0,1,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,False,True,False
6266db0dcf3e4f16fb9d7c56,000_3users,6,2,2,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,False,False,True,True,False,False
6266db0dcf3e4f16fb9d7c56,000_3users,7,2,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
6266db0dcf3e4f16fb9d7c56,000_3users,8,0,0,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
6266db0dcf3e4f16fb9d7c56,000_3users,9,0,0,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
66ec69d204145257feb0cd33,000_3users,0,2,1,1,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,False,True,False,False,True,False
66ec69d204145257feb0cd33,000_3users,1,2,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
66ec69d204145257feb0cd33,000_3users,2,2,0,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
66ec69d204145257feb0cd33,000_3users,3,0,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
66ec69d204145257feb0cd33,000_3users,4,2,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
66ec69d204145257feb0cd33,000_3users,5,2,2,1,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,False,False,True,False,True,False
66ec69d204145257feb0cd33,000_3users,6,2,2,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,False,False,True,True,False,False
66ec69d204145257feb0cd33,000_3users,7,2,2,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,False,False,True,True,False,False
66ec69d204145257feb0cd33,000_3users,8,2,2,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,False,False,True,True,False,False
66ec69d204145257feb0cd33,000_3users,9,2,0,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
5f4eb642ce413e0ecc88e227,001_3users,0,2,1,1,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,False,True,False,False,True,False
5f4eb642ce413e0ecc88e227,001_3users,1,0,0,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
5f4eb642ce413e0ecc88e227,001_3users,2,1,1,1,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,True,False,False,True,False,False,True,False
5f4eb642ce413e0ecc88e227,001_3users,3,0,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
5f4eb642ce413e0ecc88e227,001_3users,4,0,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
5f4eb642ce413e0ecc88e227,001_3users,5,0,1,1,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,False,True,False,False,True,False
5f4eb642ce413e0ecc88e227,001_3users,6,0,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
5f4eb642ce413e0ecc88e227,001_3users,7,0,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
5f4eb642ce413e0ecc88e227,001_3users,8,0,0,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
5f4eb642ce413e0ecc88e227,001_3users,9,0,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
62bb2cee3438180693ad18a1,001_3users,0,2,1,1,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,False,True,False,False,True,False
62bb2cee3438180693ad18a1,001_3users,1,2,2,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,False,False,True,True,False,False
62bb2cee3438180693ad18a1,001_3users,2,1,2,1,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,True,False,False,False,True,False,True,False
62bb2cee3438180693ad18a1,001_3users,3,1,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,True,False,True,False,False,True,False,False
62bb2cee3438180693ad18a1,001_3users,4,2,1,1,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,False,True,False,False,True,False
62bb2cee3438180693ad18a1,001_3users,5,2,0,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
62bb2cee3438180693ad18a1,001_3users,6,2,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
62bb2cee3438180693ad18a1,001_3users,7,2,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
62bb2cee3438180693ad18a1,001_3users,8,2,0,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
62bb2cee3438180693ad18a1,001_3users,9,2,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
64136da866ff27f7bf98cfe0,001_3users,0,2,2,1,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,False,False,True,False,True,False
64136da866ff27f7bf98cfe0,001_3users,1,2,2,1,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,False,False,True,False,True,False
64136da866ff27f7bf98cfe0,001_3users,2,2,2,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,False,False,True,True,False,False
64136da866ff27f7bf98cfe0,001_3users,3,2,2,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,False,False,True,True,False,False
64136da866ff27f7bf98cfe0,001_3users,4,2,2,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,False,False,True,True,False,False
64136da866ff27f7bf98cfe0,001_3users,5,2,2,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,False,False,True,True,False,False
64136da866ff27f7bf98cfe0,001_3users,6,2,2,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,False,False,True,True,False,False
64136da866ff27f7bf98cfe0,001_3users,7,2,2,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,False,False,True,True,False,False
64136da866ff27f7bf98cfe0,001_3users,8,2,2,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,False,False,True,True,False,False
64136da866ff27f7bf98cfe0,001_3users,9,2,2,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,False,False,True,True,False,False
5de5dba9ff87c15699804260,002_3users,0,2,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
5de5dba9ff87c15699804260,002_3users,1,2,0,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
5de5dba9ff87c15699804260,002_3users,2,2,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
5de5dba9ff87c15699804260,002_3users,3,2,0,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
5de5dba9ff87c15699804260,002_3users,4,2,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
5de5dba9ff87c15699804260,002_3users,5,2,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
5de5dba9ff87c15699804260,002_3users,6,2,0,1,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,False,True,False
5de5dba9ff87c15699804260,002_3users,7,2,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
5de5dba9ff87c15699804260,002_3users,8,2,2,1,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,False,False,True,False,True,False
5de5dba9ff87c15699804260,002_3users,9,2,0,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
6508adaced024f8da237ff03,002_3users,0,2,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
6508adaced024f8da237ff03,002_3users,1,2,2,2,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,False,False,True,False,False,True
6508adaced024f8da237ff03,002_3users,2,2,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
6508adaced024f8da237ff03,002_3users,3,2,2,2,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,False,False,True,False,False,True
6508adaced024f8da237ff03,002_3users,4,2,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
6508adaced024f8da237ff03,002_3users,5,2,2,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,False,False,True,True,False,False
6508adaced024f8da237ff03,002_3users,6,2,2,2,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,False,False,True,False,False,True
6508adaced024f8da237ff03,002_3users,7,2,2,2,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,False,False,True,False,False,True
6508adaced024f8da237ff03,002_3users,8,2,1,1,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,False,True,False,False,True,False
6508adaced024f8da237ff03,002_3users,9,1,0,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,True,False,True,False,False,True,False,False
5a9ac3061eda410001366658,002_3users,0,0,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
5a9ac3061eda410001366658,002_3users,1,2,1,1,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,False,True,False,False,True,False
5a9ac3061eda410001366658,002_3users,2,0,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
5a9ac3061eda410001366658,002_3users,3,0,0,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
5a9ac3061eda410001366658,002_3users,4,2,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
5a9ac3061eda410001366658,002_3users,5,2,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
5a9ac3061eda410001366658,002_3users,6,2,0,1,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,False,True,False
5a9ac3061eda410001366658,002_3users,7,0,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
5a9ac3061eda410001366658,002_3users,8,2,1,1,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,False,True,False,False,True,False
5a9ac3061eda410001366658,002_3users,9,2,0,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
5e838558ba24c80cb2be35bd,003_3users,0,2,0,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
5e838558ba24c80cb2be35bd,003_3users,1,2,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
5e838558ba24c80cb2be35bd,003_3users,2,2,0,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
5e838558ba24c80cb2be35bd,003_3users,3,2,1,1,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,False,True,False,False,True,False
5e838558ba24c80cb2be35bd,003_3users,4,2,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
5e838558ba24c80cb2be35bd,003_3users,5,2,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
5e838558ba24c80cb2be35bd,003_3users,6,2,0,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
5e838558ba24c80cb2be35bd,003_3users,7,2,2,2,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,False,False,True,False,False,True
5e838558ba24c80cb2be35bd,003_3users,8,2,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
5e838558ba24c80cb2be35bd,003_3users,9,2,0,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
5f2058f49ba2a80e803b2614,003_3users,0,0,0,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
5f2058f49ba2a80e803b2614,003_3users,1,0,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
5f2058f49ba2a80e803b2614,003_3users,2,2,2,2,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,False,False,True,False,False,True
5f2058f49ba2a80e803b2614,003_3users,3,0,2,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,False,False,True,True,False,False
5f2058f49ba2a80e803b2614,003_3users,4,0,2,2,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,False,False,True,False,False,True
5f2058f49ba2a80e803b2614,003_3users,5,0,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
5f2058f49ba2a80e803b2614,003_3users,6,0,0,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
5f2058f49ba2a80e803b2614,003_3users,7,2,0,1,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,False,True,False
5f2058f49ba2a80e803b2614,003_3users,8,2,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
5f2058f49ba2a80e803b2614,003_3users,9,2,2,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,False,False,True,True,False,False
63fcfd81a075a45d1a821308,003_3users,0,0,0,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
63fcfd81a075a45d1a821308,003_3users,1,0,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
63fcfd81a075a45d1a821308,003_3users,2,0,0,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
63fcfd81a075a45d1a821308,003_3users,3,0,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
63fcfd81a075a45d1a821308,003_3users,4,2,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
63fcfd81a075a45d1a821308,003_3users,5,2,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
63fcfd81a075a45d1a821308,003_3users,6,0,0,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
63fcfd81a075a45d1a821308,003_3users,7,1,1,1,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,True,False,False,True,False,False,True,False
63fcfd81a075a45d1a821308,003_3users,8,2,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
63fcfd81a075a45d1a821308,003_3users,9,2,0,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,False,True,True,False,False,True,False,False
5a9ac3061eda410001366658,004_3users,0,0,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
5a9ac3061eda410001366658,004_3users,1,0,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
5a9ac3061eda410001366658,004_3users,2,0,1,1,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,False,True,False,False,True,False
5a9ac3061eda410001366658,004_3users,3,0,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
5a9ac3061eda410001366658,004_3users,4,0,0,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
5a9ac3061eda410001366658,004_3users,5,0,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
5a9ac3061eda410001366658,004_3users,6,1,1,1,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,True,False,False,True,False,False,True,False
5a9ac3061eda410001366658,004_3users,7,0,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
5a9ac3061eda410001366658,004_3users,8,1,1,1,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,True,False,False,True,False,False,True,False
5a9ac3061eda410001366658,004_3users,9,0,2,1,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,False,False,True,False,True,False
66465999853f99e3f05d5b3a,004_3users,0,0,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
66465999853f99e3f05d5b3a,004_3users,1,0,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
66465999853f99e3f05d5b3a,004_3users,2,1,0,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,True,False,True,False,False,True,False,False
66465999853f99e3f05d5b3a,004_3users,3,1,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,True,False,True,False,False,True,False,False
66465999853f99e3f05d5b3a,004_3users,4,0,0,0,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
66465999853f99e3f05d5b3a,004_3users,5,0,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,True,False,False,True,False,False,True,False,False
66465999853f99e3f05d5b3a,004_3users,6,1,1,1,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,True,False,False,True,False,False,True,False
66465999853f99e3f05d5b3a,004_3users,7,1,0,0,0,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,True,False,True,False,False,True,False,False
66465999853f99e3f05d5b3a,004_3users,8,1,1,1,1,vf_numeric_llava1.5_with_image_q20_i10_s0,df_map,with_image,v1,vf,numeric,vf_num,False,True,False,False,True,False,False,True,False
